Query,Author,Title,Poem,Link,,,,
soccer,Dean Young,I Am But a Traveler in This Land & Know Little of Its Ways,"['Is everything a field of energy caused', 'by human projection? From the crib bars', 'hang the teething tools. Above the finger-drummed', 'desk, a bit lip. The cyclone fence of buts', 'surrounds the soccer field of what if.', 'Sometimes it seems like a world where no one', 'knows what he or she is doing, eight lanes', 'both directions. How about a polymer', 'that contracts in response to electrical', 'charge? A swimming pool on the 18th floor?', 'King Lear done by sock puppets? Anyone', 'who has traveled here knows the discrepancies', 'between idea and fact. The idea is the worm', 'in the tequila and the next day is the fact.', 'In between may be the sacred—real blood', 'from the wooden virgin’s eyes, and the hoax—', 'landing sites in cornfields. Maybe ideas', 'are best sprung from actions like the children', 'of Zeus. One gives us elastic and the omelette,', 'another nightmares and SUVs. There’s considerable', 'wobble in the system, and the fan belt screams,', 'waking the baby. Swaying in the darkened', 'nursery, kissing the baby-smelling head:', 'good idea! But also sadness looking at the sea.', 'The stranded whale, guided out of the cove', 'by tugboats, turns and swims back in.', 'The violinist will not let go her violin', 'which is 200 years old and still on the train', 'thus she is dragged down the track. By what', 'manner is the soul joined to the body?', 'Answer: an arm connecting a violin', 'to a violinist. According to Freud,', 'there are no accidents. Astrologists', 'and Presbyterians agree for different reasons.', 'You fall down the stairs with a birthday cake.', 'You try to fit a blunderbuss into a laptop.', 'Human consciousness: is it the projector', 'or the screen? They come in orange jumpsuits', 'and spray the grass so everything dies', 'but the grass. It is too late to ask Kafka', 'what he thinks. Sometimes they give you', 'a box of ash, a handshake, and the rest', 'is your problem. In one version,', 'the beggar turns out to be a king and grants', 'the poor couple a castle and a moat and two', 'silver horses said to be sired by the wind.', 'That was before dentistry, which might have been', 'a better gift. You did not want to get sick', 'in the 14th, 15th, 16th, 17th or 18th centuries.', 'So too the 19th and 20th were to be avoided', 'but the doctor coming to bleed you is the master', 'of the short story. After the kiss from whom', 'he will never know, the lieutenant, going home,', 'touches a bush in which birds are singing.']",/poems/47667/i-am-but-a-traveler-in-this-land-know-little-of-its-ways
soccer,Sara Abou Rashed,From the Sky,"['When I die,', 'bury me in the sky—', 'no one is fighting over it.', 'Children are playing soccer', 'with empty bomb shells', '(from the sky I can see them).', 'A grandmother is baking', 'her Eid makroota and mamoul', '(from the sky I can taste them).', 'Teens are writing love letters', 'under an orange tree', '(from the sky I can read them).', 'Soldiers are cocking new rifles', 'at the checkpoint', '(from the sky I can hear them).', 'Under fire, death and water', 'are brewing in the kitchen', '(from the sky I can smell them!).', 'When I die, bury me in the sky,', 'I said, for now, it is quiet—', 'no one owns it and no one is claiming to.']",/poems/161351/from-the-sky
soccer,Tacey M. Atsitty,Lady Birds’ Evening Meetings,"['Why am I here again with all of them flittering about? Just to be alone—', 'It’s what I tell myself, that I too bear black spots on red skin,', 'It’s how we scamper about before flowing off with our chiffon wings ready to take flight', 'At a moment’s notice, I am against the wall once again, wainscotting.', 'The girl on my soccer team leans over to me as I ready to take the seat next to her.', 'I don’t want no dirty Navajo sitting next to me, she says with her foreleg atop the cold metal chair.', 'So I take a seat in the row behind before leaving to find an empty room upstairs.', 'That day the leaders made us binders, wrapped in cotton filling, fabric, and lace.', 'I got the last pick; well, it wasn’t a pick at all. It was an ugly bright yellow calico print with thick white cotton lace. No one wanted it.', 'Why did no one tell me to wear a dress?', 'It’s my first time to this edifice, and I come without—', 'The girl down the street, the nice one, offers to buy me a white dress with pink florals from Kmart with her credit card. I accept.', 'This is an emergency, she declares with her card held high in the air.', 'I am 13 and she 17. Her parents say she can only use it in the event of—', 'The fabric hugs my ladybug rolls snugly as I step my way to the temple door.', 'It’s where we learn to really spread our wings in worship, tune our antennae like aluminum to the heavens.', 'Earlier I said, I could marry anywhere—that it didn’t matter none to me.', 'I didn’t know it yet, but I was a bug amid blossoms and their vines, winding through unnoticed and unaware', 'Until a knock came to my door: a plate of homemade chocolate chip cookies sits on the welcome mat,', 'The girls giggling behind the trees, and there in the starlit night, we became a bloom.']",/poems/159028/lady-birds-evening-meetings
soccer,Jeannine Hall Gailey,Calamity,"['Your family is coming over for Thanksgiving.', 'Even worse, it’s snowing.', 'Headless robots are playing soccer with your soul.', 'UFOs have been sighted overhead.', 'A meteor is definitely heading straight for you.', 'It might miss, but then again.', 'Tonight a city is being decimated by Godzilla,', 'or was it a bunch of genetically-engineered dinosaurs?', 'Either way, I hope you’re lizard-friendly.', 'Tonight you have to give a speech', 'and that girl who hated you in third grade', 'will be in the audience. What have I ever done', 'to deserve this? the prophet asks, tearing his robes', 'in the desert. God responds: How long you got?', 'A plague of egrets, of eaglets, of egress.', 'A black hole has just opened up and it is', 'already swallowing someone else’s sun.', 'Did you see the team play last night? A travesty.', 'Someone is always preaching about doomsday.', 'Who are you wearing? Because this night', 'your life will be required of you. Grab a bag,', 'a sword, a water bottle. Go out swinging.']",/poems/152951/calamity
soccer,Anaïs Deal-Márquez,Our Love on the Other Side of This Border,"['Maybe I would have seen you trip', 'over the steps in the patio in between', 'classes, or we would have met on the', 'soccer field covered in mud and you', 'would have asked my name, that crooked', 'smile spreading from your eyes to your', 'mouth. Maybe I would have laughed.', 'Maybe, we would have had a nieve in the', 'plaza, and you would have held my hand', 'after folklórico or at a fandango where I', 'was learning to dance faster than my', 'adrenaline. Maybe, you would have given', 'me a bouquet of mango con chile y limón,', 'or elote con queso and we’d count all the', 'ways cuetes go off in this pueblo, and would', 'walk the feria at night wrapped up in blankets', 'drinking atole. Maybe, we would have fought', 'over the meaning of God, maybe, that danzón', 'after drinking the toritos would have made me', 'cry. Maybe, I would have broken your heart over', 'a plate of tamales and ponche, or maybe you', 'would have cut me off with a joke. But maybe', 'this land would have been large enough for our', 'hearts to grow, the sun would feel different on', 'our skin and the mercados with the viejitas', 'would give a calmer pace to our lives. Maybe our', 'cuts would be different here, with enough', 'medicina to move through salt water. Maybe our', 'roots would allow our bones to be enough.']",/poems/152508/our-love-on-the-other-side-of-this-border
cooking,Patty Seyburn,On Cooking a Symbol at 400 Degrees,"['I butterflied Australian rack of lamb', 'with shallots, garlic, parsley, butter, wine', '(some in the pan, some for the palate).', 'Although the livestock loved in nursery rhyme', 'avoided clumps of mint, it served my family', 'nonetheless. I am no PETA zealot', '(leather jacket, handbag, wallet, shoes)', 'but wonder if the deeds we do pursue', 'us in the afterlife. Does the fleecy', 'creature have a tenderable claim?', 'My lambent mind considers our short lease', 'on life, the oven hot. Am I to blame?', 'Who gave thee such a tender voice? asked Blake.', 'Myself am Hell. I watch the mutton bake.']",/poems/53286/on-cooking-a-symbol-at-400-degrees
cooking,Michelle Whitstone,Women are cooking outside over the fire,"['Women are cooking outside.', 'They are slapping the dough around and gazing at each other.', 'They look around every now and then.', 'They are probably watching their children and grandchildren, as they cook.', 'They are talented mothers.', 'Even their breadmaking is done with great care.', 'Their tortillas don’t have big lips.', 'Their tortillas don’t even have holes in them.\r Translated\u200a by the author from the Navajo', 'Translated\u200a by the author from the Navajo']",/poems/158142/women-are-cooking-outside-over-the-fire
cooking,Lucia Perillo,Le deuxième sexe,"['The famous Polish poet calls Simone de Beauvoir a Nazi hag', 'but to me she will always be her famous book,', 'the one with the Matisse paper cut on the cover,', 'a sad blue nude I took into the woods.', 'Where we college girls went to coax the big picture', 'from her, as if she could tell us how to use', 'all the strange blades on our Swiss Army knives—', 'the firewood we arranged in either log cabin or tepee,', 'a little house built to be burned down.', 'Which could be a metaphor:', 'Simone as the wind puffing the damp flames,', 'a cloud with a mouth that became obsolete', 'once we started using gasoline. Still,', 'she gave me one lesson that sticks, which is:', 'do not take a paperback camping in the rain', 'or it may swell to many times its original size,', 'and if you start with a big book you’ll end up', 'with a cinderblock. In that vein I pictured Simone as huge', 'until (much later) I read that her size was near-midget—', 'imagine, if we took Gertrude Stein, we’d be there still,', 'trying to build some kind of travois to drag her body out.', 'The other thing I remember, a word, immanence—', 'meaning, you get stuck with the cooking and laundry', 'while the man gets to hit on all your friends in Paris.', 'Sure you can put the wet book in the oven', 'and try baking it like a cake. But the seam will stay soggy', 'even when the pages rise, ruffled like French pastry.', 'As far as laundry goes, it’s best I steer clear,', 'what with my tendency to forget the tissues', 'wadded in my sleeves. What happens is', 'I think I’m being so careful, and everything', 'still comes out like the clearing where we woke.', 'Covered in flakes that were then the real thing:', 'snow. Which sounds more la-di-da in French.', 'But then the sun came up and all la neige vanished', 'like those chapters we grew bored with and had skipped.']",/poems/91886/le-deuxieme-sexe
cooking,Jim Harrison,Solstice Litany,"['1', 'The Saturday morning meadowlark', 'came in from high up', 'with her song gliding into tall grass', ""still singing. How I'd like"", 'to glide around singing in the summer', 'then to go south to where I already was', 'and find fields full of meadowlarks', 'in winter. But when walking my dog', 'I want four legs to keep up with her', 'as she thunders down the hill at top speed', 'then belly flops into the deep pond.', 'Lark or dog I crave the impossible.', ""I'm just human. All too human."", '2', 'I was nineteen and mentally', 'infirm when I saw the prophet Isaiah.', 'The hem of his robe was as wide', 'as the horizon and his trunk and face', 'were thousands of feet up in the air.', 'Maybe he appeared because I had read him', 'so much and opened too many ancient doors.', 'I was cooking my life in a cracked clay', 'pot that was leaking. I had found', ""secrets I didn't deserve to know."", 'When the battle for the mind is finally', ""over it's late June, green and raining."", '3', 'A violent windstorm the night before', 'the solstice. The house creaked and yawned.', 'I thought the morning might bring a bald earth,', ""bald as a man's bald head but not shiny."", 'But dawn was fine with a few downed trees,', 'the yellow rosebush splendidly intact.', 'The grass was all there dotted with Black', 'Angus cattle. The grass is indestructible', ""except to fire but now it's too green to burn."", 'What did the cattle do in this storm?', 'They stood with their butts toward the wind,', 'erect Buddhists waiting for nothing in particular.', 'I was in bed cringing at gusts,', 'imagining the contents of earth all blowing', 'north and piled up where the wind stopped,', 'the pile sky-high. No one can climb it.', 'A gopher comes out of a hole as if nothing happened.', '4', 'The sun should be a couple of million miles', ""closer today. It wouldn't hurt anything"", 'and anyway this cold rainy June is hard', 'on me and the nesting birds. My own nest', 'is stupidly uncomfortable, the chair', ""of many years. The old windows don't keep"", 'the weather out, the wet wind whipping', 'my hair. A very old robin drops dead', 'on the lawn, a first for me. Millions', 'of birds die but we never see it—they like', 'privacy in this holy, fatal moment or so', ""I think. We can't tell each other when we die."", 'Others must carry the message to and fro.', '""He\'s gone,"" they\'ll say. While writing an average poem', 'destined to disappear among the millions of poems', 'written now by mortally average poets.', '5', 'Solstice at the cabin deep in the forest.', 'The full moon shines in the river, there are pale', 'green northern lights. A huge thunderstorm', 'comes slowly from the west. Lightning strikes', 'a nearby tamarack bursting into flame.', 'I go into the cabin feeling unworthy.', 'At dawn the tree is still smoldering', 'in this place the gods touched earth.']",/poems/91793/solstice-litany
cooking,Debra Nystrom,Offerings,"['Years since I’d been back', 'to the memorial; I’d forgotten', 'it was up on a rise above', 'the killing ground. Two kids', 'appeared in the dust with things', 'to sell—once coming from the far', 'end of the chain-link, two kinds', 'of dream-catchers hanging', 'from his arm; and the girl, hunched', 'on the broken steps under', 'the arch’s improbable cross, cradling', 'a Tupperware bowl of beaded', 'star-necklaces in her lap. Her pink-', 'and-silver t-shirt read PRINCESS.', 'I shut my car door, and a grouse', 'startled off the fence, veered away', 'over bent switchgrass. The girl—', 'Allie—said her little sisters made', 'the jewelry, in the gray house', 'at the base of the hill; maybe', 'her price included the pictures I', 'walked behind her to take: the marker', 'for 1890, then the more recent', 'graves, in ground seared and', 'hardpanned by wind and snow and', 'desolation; tied, bandana-pouches', 'of tobacco, and ribbons, like fists', 'and fingers shifting and fluttering;', 'a few tough bright flowers left;', 'gray-blue sky rolling above', 'to the edges of horizon all around,', 'spitting, cooking up a storm.', 'I stood and turned back toward', 'the arch again, where Allie and', 'her friend, if he was a friend, hadn’t', 'spoken a word to one another.', 'For the first time in my life', 'I wished I’d had some cigarettes—', 'to smoke with them, at least offer,', 'something to do with strangers you', 'might sit a while beside till maybe', 'one of you thought of something', 'to say. A little thunder crackled,', 'and we said goodbye; I drove on', 'toward the shaft of rain above', 'Manderson. No reason to think I’d', 'be any memory to them; a dream-', 'catcher sold, a brilliant blue', 'necklace. I passed a knocked-over', 'vote Democrat sign, and two younger', 'kids working on a bike upside-down,', 'and remembered the small bowls,', 'empty now, brought and offered', 'at the graves surrounded for miles', 'by graves never found. Rain would', 'fill them, lift the reservoirs, clear', 'the air. I thought of reaching over', 'to pop the camera-back open; turned', 'from dirt onto narrow blacktop,', 'the road out, that was steaming.']",/poems/89543/offerings
cooking,Patricia Spears Jones,Mythologizing Always: Seven Sonnets,"['I.', 'Here is a place where declarations', 'are made/where the heart takes precedence', 'the gleam goes bland', 'This is the heart part/intense improvisation', 'on the I/THOU axis', 'pity the poor actors (darlings)dust', 'in their throats (choking) dialogue ancient', '(concentrated chatter dictated by clouds)', 'click of whispers', 'dammed up phrases   {mythologizing always)', 'Moans move through their limbs like wind through', ""Trees talking mad talk 'cross the illuminated"", 'Avenues of hard cities.', 'II.', 'Take the skin', 'Take off the skin', 'Remove the vital organs one by one', 'especially the heart', 'What is left', 'The skeleton', 'The skeleton is made of calcium', 'magnesium, phosphorous et cetera:', 'an amazing catalogue of chemicals', 'You are holding in your arms', 'an amazing catalogue of chemicals', 'The elements clash tenderly', 'Sparking compounds that move like eels', 'Under touch.', 'III.', 'Dime falls, your voice rises (fevered)', ""It's keen, the way the wind whips this"", 'Garbage up and around like a father', 'Swinging his baby we are holding hands', 'And yes, giggling no force can stop us now', 'We are singing all the James Brown songs', 'We know helpess off-key, but exhilarated', 'Columbus Avenue breakdown: how the puddles', 'In the sidewalks radiate splendor/glass', 'Broken against high-rise buildings beckon', 'We are hungry the shifting children salsa', 'And you may be our feast, please linger', 'You offer me your laughter', 'I take the sweat from y our cheeks and hum.', 'IV.', 'Taste like tears—sea flaked and heated—', 'Taste like try again and get nowhere,', 'Maybe, this is the sonnet that mimes itself', 'Sequences silent and perceptive', 'The ""might have saids""', 'The stomach-eating rage', 'The power of conversation is in its', 'Possibilities of Interpretation', ""(here's where the mime becomes important"", 'because the words sound so dumb)', ""And here's where the anxiety dance gets choreographed."", 'It goes like this: You turn clockwise.', 'I turn Counter-Clockwise. We stop, stumble', 'Resolve our steps. Begin again.', 'V.', 'You slipped into something dangerous', 'after attending to your intimate conferences', 'Thirsty friends forever requesting water', 'Or is it blood they want?      Your blood.', ""Somebody's screaming. Is it me?"", 'Here on the side street being a sideshow', 'For passersby. You put on your silver armor.', 'I have only my quaint devotion.', 'It is not enough.      You say', ""I can't eat your food, baby, but I sitll like your cooking."", 'Did I trip?     Did you?  That Mingus', 'record is still revolving. You smile', 'serenely.       I can barely breathe.', 'VI.', ""If I could waste myself, I'd do it here"", 'In public. Curse your name till my tongue bled.', 'The same tongue that searched out the', 'darkest spot on your back and licked it like chocolate.', 'Curse your name like you were some', 'Broken god in need of further profaning.', 'But I am no good at playing: victim.', 'Sadness is so private. These tears on the', 'Uptown Express. Take that tired song off', 'the constant stereo. It keeps reminding me', 'That what brought me to you was music.', 'You said you never lied to me. Fucker.', 'You take the exit sign home with you.', ""But I won't become invisible.""]",/poems/58616/mythologizing-always-seven-sonnets
cooking,Kazim Ali,The Earthquake Days,"['In the earthquake days I could not hear you over the din or it might have been', 'the dinner bell but that’s odd', 'because I’m usually the one', 'cooking if not dinner then', 'a plan to build new fault lines through the dangerous valley.', 'I can’t give you an answer right now because I’m late for my \u2028resurrection,', 'the one where I step into my angel offices and fuck', 'the sun senseless.', 'That eclipse last week? Because of me.', 'You’re welcome.', 'The postman rattles up with your counter offer and I’m off', 'to a yoga class avoiding your call yes like the plague', 'because son you can read', 'in the dark and I have no', 'hiding place left.', 'You know me too well and you know it.', 'We walk hand in hand down the hill', 'into the Castro', 'avoiding the nudist protest not because we are afraid but', 'because we already know all about this city, its engineered \u2028foundations,', 'the earthquake-proofed buildings, the sea walls.', 'No tempest will catch us unaware', 'while we claim our share of', 'the province of penumbral affections.', 'You have no reason', 'to trust me but I swear I lie', 'down in this metal box as it thunders and looks', 'inside my brain. I am terrified nothing', 'is wrong because otherwise', 'how will I rewrite the maps unmoored', 'a deep sea a moor a cosmonaut', 'Who needs saving more', 'than the one who forgot', 'how the lazy cartographer mislabeled', 'his birthplace as Loss?', 'Riding the bus out to the end of the lines and back', 'I collect trash for art, oil spill, spent forest, the mind', 'is at work and everything is at stake. I demand', 'statehood for my states of mind, senators', 'for my failure, my disappointment, the slander', 'and my brain unmapped reveals no', 'explanation for danger the ground untamed.', 'I make paintings of nothing and', 'stand before them like mirrors.', 'I recently became a man but I do', 'not want to let go of my weakness,', 'instead want to meet God in heaven and in long psychotropic odes', 'have Him send me again digging in the dirt to unleash', 'tantric animal governors to lay down', 'the orgasmic law twice skewered and miserable', 'in the old photographs, miserable in my body, huddled', 'next to my mother, recently permed and aglow so unaware', 'of what is about to hit her. I am the answer to Bhanu’s question:', '“Who is responsible for the suffering of your mother?” and so sick', 'I considered that sickness', 'could bring us closer and Shahid and Allen in heaven', 'slap me silly because they want me to know that', 'this world is worth its', 'trembling. At the next table over a mother', 'tries to reconcile her bickering sons. I have', 'no brother but the one', 'I invent has always got my back, he drowns', 'out the mullahs so my mother can', 'hear me finally. In a different book Jesus', 'never suffered, never was flogged or died', 'went whole into heaven without passion.', 'Shall I then deny myself passport through the stark places', 'unsalvageable, imagine it, the Mother', 'of Sorrows did never grieve in the new season', 'trees smell of semen and the tectonic plates', 'make their latest explosive move:', 'to transubstantiate my claim', 'by unveiling this city down to its stone.', 'Everyone I know wants to douse', 'the hungry flames, flee the endless aftershocks,', 'unravel every vexing question.', 'You owe me this witness.', 'I owe you the fire.']",/poems/58470/the-earthquake-days
cooking,Jacqueline Woodson,lessons,"['My mother says:', 'When Mama tried to teach me', 'to make collards and potato salad', ""I didn't want to learn."", 'She opens the box of pancake mix, adds milk', 'and eggs, stirs. I watch', 'grateful for the food we have now—syrup waiting', 'in the cabinet, bananas to slice on top.', ""It's Saturday morning."", 'Five days a week, she leaves us', 'to work at an office back in Brownsville.', 'Saturday we have her to ourselves, all day long.', ""Me and Kay didn't want to be inside cooking."", 'She stirs the lumps from the batter, pours it', 'into the buttered, hissing pan.', 'Wanted to be with our friends', 'running wild through Greenville.', 'There was a man with a peach tree down the road.', 'One day Robert climbed over that fence, filled a bucket', ""with peaches. Wouldn't share them with any of us but"", ""told us where the peach tree was. And that's where we"", 'wanted to be', ""sneaking peaches from that man's tree, throwing"", 'the rotten ones', 'at your uncles!', 'Mama wanted us to learn to cook.', ""Ask the boys, we said. And Mama knew that wasn't fair"", 'girls inside and the boys going off to steal peaches!', 'So she let all of us', 'stay outside until suppertime.', 'And by then,she says, putting our breakfast on the table,', 'it was too late.']",/poems/58423/lessons-56d23cc927c21
cooking,Britteney Black Rose Kapri,We House,"['House, as in abode, as in dwelling, as in crib, as in where your inhibitions go to rest. as in jack, loft, footwork. as in sweating out that press and curl. as in yo momma steppin out tonight. as in yo daddy put on his good shoes. as in this movement gradually getting Bigger Thomas. as in Pump Up the Volume. House as in bull pen. as in Detroit stay trying to claim our shit. as in we pledge allegiance to House Nation. as in The Warehouse. as in Professor Funk in full regalia. as in Chris Underwood on the 1s and 2s. as in The Chosen Few. as in Jackson Park. as in Black kids reading poems at The HotHouse. as in Hands Off Assata. as in shutdown. as in too many educated Black people downtown. as in “shiiid, we still got The Silver Room.” as in the Godfather himself teaching you how to pray with a beat. as in Rest in Rhythm Frankie Knuckles. as in a sea of Black bodies. as in Black bodies draped across poplar trees.', 'as in Black boys crumbling beneath white hands. as in we’ll never forget you Eugene Williams. as in a city of Fire. again. as in “Can You Feel It.” as in Stockyards. as in Hog Butcher of the World. as in butchered Black boys. as in Mamie Till calling for an open casket. House as in a Harold Washington. as in finally for the people. as in “ha y’all niggas thought you had something.” as in our skin is not for mourning. as in drum beats. as in we still don’t need to know the same language to speak. House as in fusion. as in niggas spent they whole time in this country making the best outta scraps. as in Shack comma Harold’s Chicken. as in free breakfast. as in Black Panther. as in lit candles and airbrushed RIP T-shirts for that kid down the way. and that other kid. and that other kid. as in yo grandma’s cooking on a Sunday after church. as in every week you live Black you’re served a last supper. as in yo cousin doing hair in the kitchen. as in a fan in the window cause “you bet not turn that AC on.” as in Your Love. as in Chicago is my kind of town, unless I can see the niggas. as in white flight. as in redlining. as in naming the train that separates us the Red Line. as in “y’all ain’t even trying to hide that shit no mo.” as in we ain’t going no where. as in we gone dance anyway. as in home is where the House plays.']",/poems/58055/we-house
cooking,John Barr,The Hove,"['Such as there was in the littleness of that dawn', 'could not be this. Not, certainly, the hove', 'of an invasion fleet from Angleterre,', 'flotilla wrought of shipwright, chandler, armorer', 'as if Ice Age breeding stocks were on the move.', 'The Planners had their weather oracles,', 'haruspices their entrails. All divined', 'the red planet aligned, full-moon', 'visibility, high tides to clear', 'the beachhead obstacles\u2009—\u2009but iffy weather.', 'Gulls glean the wakes. Something of a factory\u2009—', 'diesel and air and the Jersey spirit spark\u2009—', 'of the hydrocarbon Gloriana makes', 'ungainly way in the valleys of the swells.', 'The shore emerges quaquaversally.', 'A Very pistol throats the air. Battlewagons', 'wheel for the presentation of the agon.', 'Shades of sherry fill the clouds with light.', 'Mike boats enter surf’s unscrolling rolls.', 'Empty jaws agape, the gods take note.', 'The odors of the offering, so rich', 'they start saliva flowing, must be painful', 'for the gods: not preamble for the meal,', 'the meal itself. Famished', 'they try to gorge the oily cooking smoke.', 'Amphibious landings to prevail require', 'the triumph of the small; circle in circle', 'perfected on parade grounds of the soul.', 'Committing an empire to the fire', 'calls for just-in-time ferocity.', 'They eat the savage honey. The boys pound sand.', 'Green eyes gammoning they all pound sand', 'until for the battle there was nothing left that day', 'but what the carrion patrols collect', 'for Paternosterers to sacristy.', 'They’re strong, these Irish penny whistle songs.', 'Just the one wild tone working alone', 'the registers, trying the proper sound', 'for sorrow. Ours for theirs,', 'theirs for theirs, ours for ours.', 'So many shouldering forward, enjambed', 'now cross the Styx with the ease of smoke', 'passing through a window screen\u200a\u200a\u200a\u200a...\u200a\u200a\u200a\u200adepart', 'the shapes of things continuing for shapes', 'supercooled to the stillness of mortmain.', 'The business of the flag is never done.', 'It fills in the wind and fails, but never the same', 'akimbo twice. Each snap a fresh report', 'from acres of tended lawn', 'rankled by crosses perfectly plumb.']",/poems/57901/the-hove
